timestamp_ns,event_index,sleeve_id,sleeve,side,reason,forecast_edge_bps,signal_expected_edge_bps,effective_min_edge_bps,score,conviction,spread_bps_1s,spread_bps_100ms,microprice_edge_100ms_bps,microprice_edge_1s_bps,quote_rate_1s,target_weight,fill_probability
1776259804090000000,410,0,Market Making,long,reentry_cooldown,1.52323719,1.52323719,0.20000000,0.64667640,1.00000000,2.19967889,2.19964043,0.69562522,0.69944969,100.00000000,0.95000000,0.00000000
1776259804100000000,411,0,Market Making,long,reentry_cooldown,1.51067430,1.51067430,0.20000000,0.62198865,1.00000000,2.19967368,2.19963671,0.65989101,0.69891920,91.00000000,0.95000000,0.00000000
1776259804110000000,412,0,Market Making,long,reentry_cooldown,1.53113717,1.53113717,0.20000000,0.66221398,1.00000000,2.19967327,2.19963636,0.71811657,0.69976075,92.00000000,0.95000000,0.00000000
1776259804120000000,413,0,Market Making,long,reentry_cooldown,1.53293402,1.53293402,0.20000000,0.66576008,1.00000000,2.19967286,2.19963601,0.72314830,0.70012044,93.00000000,0.95000000,0.00000000
1776259804130000000,414,0,Market Making,long,reentry_cooldown,1.52232863,1.52232863,0.20000000,0.64488846,1.00000000,2.19967245,2.19963565,0.69314263,0.69908858,94.00000000,0.95000000,0.00000000
1776259804140000000,415,0,Market Making,long,reentry_cooldown,1.52516913,1.52516913,0.20000000,0.65048239,1.00000000,2.19967205,2.19963529,0.70115636,0.69944777,95.00000000,0.95000000,0.00000000
1776259804150000000,416,0,Market Making,long,reentry_cooldown,1.52435303,1.52435303,0.20000000,0.64887457,1.00000000,2.19967164,2.19963493,0.69886119,0.69932212,96.00000000,0.95000000,0.00000000
1776259804160000000,417,0,Market Making,long,reentry_cooldown,1.52170329,1.52170329,0.20000000,0.64364668,1.00000000,2.19967124,2.19963457,0.69144541,0.69878221,97.00000000,0.95000000,0.00000000
1776259804170000000,418,0,Market Making,long,reentry_cooldown,1.52505752,1.52505752,0.20000000,0.65026522,1.00000000,2.19967083,2.19963420,0.70083202,0.69947359,98.00000000,0.95000000,0.00000000
1776259804180000000,419,0,Market Making,long,reentry_cooldown,1.52593261,1.52593261,0.20000000,0.65199505,1.00000000,2.19967043,2.19963383,0.70326578,0.69970857,99.00000000,0.95000000,0.00000000
1776259804190000000,420,0,Market Making,long,reentry_cooldown,1.52523046,1.52523046,0.20000000,0.65060882,1.00000000,2.19967002,2.19963345,0.70130608,0.69954817,100.00000000,0.95000000,0.00000000
1776259804200000000,421,0,Market Making,long,reentry_cooldown,1.53203805,1.53203805,0.20000000,0.66401136,1.00000000,2.19966481,2.19962929,0.72056822,0.70023531,91.00000000,0.95000000,0.00000000
1776259804210000000,422,0,Market Making,long,reentry_cooldown,1.52387391,1.52387391,0.20000000,0.64796613,1.00000000,2.19966441,2.19962889,0.69732396,0.69995101,92.00000000,0.95000000,0.00000000
1776259804220000000,423,0,Market Making,long,reentry_cooldown,1.51632387,1.51632387,0.20000000,0.63310712,1.00000000,2.19966402,2.19962849,0.67595802,0.69923354,93.00000000,0.95000000,0.00000000
1776259804230000000,424,0,Market Making,long,reentry_cooldown,1.52339850,1.52339850,0.20000000,0.64702785,1.00000000,2.19966362,2.19962808,0.69599895,0.69983873,94.00000000,0.95000000,0.00000000
1776259804240000000,425,0,Market Making,long,reentry_cooldown,1.52450584,1.52450584,0.20000000,0.64920864,1.00000000,2.19966323,2.19962767,0.69912790,0.69996300,95.00000000,0.95000000,0.00000000
1776259804250000000,426,0,Market Making,long,reentry_cooldown,1.52290043,1.52290043,0.20000000,0.64604258,1.00000000,2.19966283,2.19962725,0.69462453,0.69967284,96.00000000,0.95000000,0.00000000
1776259804260000000,427,0,Market Making,long,reentry_cooldown,1.52753655,1.52753655,0.20000000,0.65518880,1.00000000,2.19966243,2.19962683,0.70761819,0.70055848,97.00000000,0.95000000,0.00000000
1776259804270000000,428,0,Market Making,long,reentry_cooldown,1.52540659,1.52540659,0.20000000,0.65098878,1.00000000,2.19966204,2.19962640,0.70165179,0.70014347,98.00000000,0.95000000,0.00000000
1776259804280000000,429,0,Market Making,long,reentry_cooldown,1.52209596,1.52209596,0.20000000,0.64445149,1.00000000,2.19966164,2.19962597,0.69242869,0.69932024,99.00000000,0.95000000,0.00000000
1776259804290000000,430,0,Market Making,long,reentry_cooldown,1.52398261,1.52398261,0.20000000,0.64817674,1.00000000,2.19966124,2.19962554,0.69768913,0.69977737,100.00000000,0.95000000,0.00000000
1776259804300000000,431,0,Market Making,long,reentry_cooldown,1.52471688,1.52471688,0.20000000,0.64961527,1.00000000,2.19965615,2.19962072,0.69987932,0.69948238,91.00000000,0.95000000,0.00000000
1776259804310000000,432,0,Market Making,long,reentry_cooldown,1.51767478,1.51767478,0.20000000,0.63576584,1.00000000,2.19965575,2.19962026,0.67988263,0.69905198,92.00000000,0.95000000,0.00000000
1776259804320000000,433,0,Market Making,long,reentry_cooldown,1.52901057,1.52901057,0.20000000,0.65806626,1.00000000,2.19965536,2.19961979,0.71203377,0.69988299,93.00000000,0.95000000,0.00000000
1776259804330000000,434,0,Market Making,long,reentry_cooldown,1.53089836,1.53089836,0.20000000,0.66179076,1.00000000,2.19965496,2.19961932,0.71732682,0.70023749,94.00000000,0.95000000,0.00000000
1776259804340000000,435,0,Market Making,long,reentry_cooldown,1.52280149,1.52280149,0.20000000,0.64584593,1.00000000,2.19965456,2.19961884,0.69448561,0.69921521,95.00000000,0.95000000,0.00000000
1776259804350000000,436,0,Market Making,long,reentry_cooldown,1.52509533,1.52509533,0.20000000,0.65036610,1.00000000,2.19965416,2.19961836,0.70093890,0.69956928,96.00000000,0.95000000,0.00000000
1776259804360000000,437,0,Market Making,long,reentry_cooldown,1.52440458,1.52440458,0.20000000,0.64900446,1.00000000,2.19965375,2.19961787,0.69900187,0.69944361,97.00000000,0.95000000,0.00000000
1776259804370000000,438,0,Market Making,long,reentry_cooldown,1.52207331,1.52207331,0.20000000,0.64440219,1.00000000,2.19965335,2.19961739,0.69249479,0.69890791,98.00000000,0.95000000,0.00000000
1776259804380000000,439,0,Market Making,long,reentry_cooldown,1.52502061,1.52502061,0.20000000,0.65022125,1.00000000,2.19965294,2.19961689,0.70072113,0.69959098,99.00000000,0.95000000,0.00000000
1776259804390000000,440,0,Market Making,long,reentry_cooldown,1.52581382,1.52581382,0.20000000,0.65179016,1.00000000,2.19965253,2.19961640,0.70292198,0.69982237,100.00000000,0.95000000,0.00000000
1776259804400000000,441,0,Market Making,long,reentry_cooldown,1.51898213,1.51898213,0.20000000,0.63833832,1.00000000,2.19964765,2.19961091,0.68366285,0.69893923,91.00000000,0.95000000,0.00000000
1776259804410000000,442,0,Market Making,long,reentry_cooldown,1.52546273,1.52546273,0.20000000,0.65107576,1.00000000,2.19964724,2.19961039,0.70211235,0.69917426,92.00000000,0.95000000,0.00000000
1776259804420000000,443,0,Market Making,long,reentry_cooldown,1.52216434,1.52216434,0.20000000,0.64458691,1.00000000,2.19964683,2.19960987,0.69276613,0.69890436,93.00000000,0.95000000,0.00000000
1776259804430000000,444,0,Market Making,long,reentry_cooldown,1.51688398,1.51688398,0.20000000,0.63418610,1.00000000,2.19964641,2.19960934,0.67787970,0.69820560,94.00000000,0.95000000,0.00000000
1776259804440000000,445,0,Market Making,long,reentry_cooldown,1.52242117,1.52242117,0.20000000,0.64508776,1.00000000,2.19964600,2.19960882,0.69352672,0.69881517,95.00000000,0.95000000,0.00000000
1776259804450000000,446,0,Market Making,long,reentry_cooldown,1.52349073,1.52349073,0.20000000,0.64719483,1.00000000,2.19964558,2.19960829,0.69654512,0.69894873,96.00000000,0.95000000,0.00000000
1776259804460000000,447,0,Market Making,long,reentry_cooldown,1.52224064,1.52224064,0.20000000,0.64472721,1.00000000,2.19964515,2.19960775,0.69305316,0.69867195,97.00000000,0.95000000,0.00000000
1776259804470000000,448,0,Market Making,long,reentry_cooldown,1.52637680,1.52637680,0.20000000,0.65289173,1.00000000,2.19964473,2.19960722,0.70461810,0.69955869,98.00000000,0.95000000,0.00000000
1776259804480000000,449,0,Market Making,long,reentry_cooldown,1.52459670,1.52459670,0.20000000,0.64937940,1.00000000,2.19964430,2.19960668,0.69964728,0.69915791,99.00000000,0.95000000,0.00000000
1776259804490000000,450,0,Market Making,long,entry_fill_not_sampled,1.52168062,1.52168062,0.20000000,0.64361772,1.00000000,2.19964387,2.19960615,0.69154634,0.69835271,100.00000000,0.95000000,0.07349674
1776259804500000000,451,0,Market Making,long,entry_fill_not_sampled,1.54057013,1.54057013,0.20000000,0.68079917,1.00000000,2.19963922,2.19960021,0.74502588,0.70009504,91.00000000,0.95000000,0.07007650
1776259804510000000,452,0,Market Making,long,entry_fill_not_sampled,1.53266780,1.53266780,0.20000000,0.66528007,1.00000000,2.19963878,2.19959966,0.72244916,0.70009262,92.00000000,0.95000000,0.07077666
1776259804530000000,454,0,Market Making,long,reentry_cooldown,1.53194521,1.53194521,0.20000000,0.66387896,1.00000000,2.19963791,2.19959856,0.72027651,0.70047584,94.00000000,0.95000000,0.00000000
1776259804540000000,455,0,Market Making,long,reentry_cooldown,1.53288396,1.53288396,0.20000000,0.66573925,1.00000000,2.19963746,2.19959801,0.72286093,0.70082029,95.00000000,0.95000000,0.00000000
1776259804550000000,456,0,Market Making,long,reentry_cooldown,1.52579674,1.52579674,0.20000000,0.65177742,1.00000000,2.19963702,2.19959746,0.70290322,0.69980252,96.00000000,0.95000000,0.00000000
1776259804560000000,457,0,Market Making,long,reentry_cooldown,1.52734565,1.52734565,0.20000000,0.65483433,1.00000000,2.19963657,2.19959692,0.70723103,0.70014680,97.00000000,0.95000000,0.00000000
1776259804570000000,458,0,Market Making,long,reentry_cooldown,1.52646357,1.52646357,0.20000000,0.65309678,1.00000000,2.19963612,2.19959637,0.70474873,0.70001645,98.00000000,0.95000000,0.00000000
1776259804580000000,459,0,Market Making,long,reentry_cooldown,1.52416154,1.52416154,0.20000000,0.64855194,1.00000000,2.19963567,2.19959582,0.69832539,0.69948031,99.00000000,0.95000000,0.00000000
1776259804590000000,460,0,Market Making,long,reentry_cooldown,1.52661528,1.52661528,0.20000000,0.65340125,1.00000000,2.19963522,2.19959527,0.70514524,0.70015075,100.00000000,0.95000000,0.00000000
1776259804600000000,461,0,Market Making,long,reentry_cooldown,1.53269749,1.53269749,0.20000000,0.66532253,1.00000000,2.19963073,2.19958925,0.72272218,0.69947827,91.00000000,0.95000000,0.00000000
1776259804610000000,462,0,Market Making,long,reentry_cooldown,1.52584342,1.52584342,0.20000000,0.65185395,1.00000000,2.19963026,2.19958871,0.70318898,0.69930628,92.00000000,0.95000000,0.00000000
1776259804620000000,463,0,Market Making,long,reentry_cooldown,1.52789197,1.52789197,0.20000000,0.65588710,1.00000000,2.19962980,2.19958817,0.70897745,0.69953476,93.00000000,0.95000000,0.00000000
1776259804630000000,464,0,Market Making,long,reentry_cooldown,1.52480993,1.52480993,0.20000000,0.64982311,1.00000000,2.19962933,2.19958764,0.70024976,0.69926382,94.00000000,0.95000000,0.00000000
1776259804640000000,465,0,Market Making,long,reentry_cooldown,1.52004764,1.52004764,0.20000000,0.64043987,1.00000000,2.19962887,2.19958710,0.68684258,0.69856856,95.00000000,0.95000000,0.00000000
1776259804650000000,466,0,Market Making,long,reentry_cooldown,1.52414774,1.52414774,0.20000000,0.64851890,1.00000000,2.19962840,2.19958657,0.69838664,0.69916792,96.00000000,0.95000000,0.00000000
1776259804660000000,467,0,Market Making,long,reentry_cooldown,1.52482248,1.52482248,0.20000000,0.64985040,1.00000000,2.19962793,2.19958604,0.70027852,0.69929639,97.00000000,0.95000000,0.00000000
1776259804670000000,468,0,Market Making,long,reentry_cooldown,1.52356141,1.52356141,0.20000000,0.64736123,1.00000000,2.19962746,2.19958552,0.69675551,0.69901882,98.00000000,0.95000000,0.00000000
1776259804680000000,469,0,Market Making,long,reentry_cooldown,1.52710226,1.52710226,0.20000000,0.65435609,1.00000000,2.19962699,2.19958499,0.70662318,0.69989302,99.00000000,0.95000000,0.00000000
1776259804690000000,470,0,Market Making,long,reentry_cooldown,1.52542576,1.52542576,0.20000000,0.65104726,1.00000000,2.19962652,2.19958447,0.70194826,0.69949283,100.00000000,0.95000000,0.00000000
1776259804700000000,471,0,Market Making,long,reentry_cooldown,1.49619926,1.49619926,0.20000000,0.59362736,1.00000000,2.19962207,2.19957877,0.61863153,0.69886091,91.00000000,0.95000000,0.00000000
1776259804710000000,472,0,Market Making,long,reentry_cooldown,1.51836685,1.51836685,0.20000000,0.63718489,1.00000000,2.19962159,2.19957827,0.68182490,0.69936262,92.00000000,0.95000000,0.00000000
1776259804720000000,473,0,Market Making,long,reentry_cooldown,1.52047185,1.52047185,0.20000000,0.64131969,1.00000000,2.19962111,2.19957778,0.68783838,0.69936802,93.00000000,0.95000000,0.00000000
1776259804730000000,474,0,Market Making,long,reentry_cooldown,1.51798257,1.51798257,0.20000000,0.63641204,1.00000000,2.19962062,2.19957728,0.68084697,0.69894786,94.00000000,0.95000000,0.00000000
1776259804740000000,475,0,Market Making,long,reentry_cooldown,1.52474690,1.52474690,0.20000000,0.64973417,1.00000000,2.19962014,2.19957680,0.69994168,0.69976231,95.00000000,0.95000000,0.00000000
1776259804750000000,476,0,Market Making,long,reentry_cooldown,1.52672102,1.52672102,0.20000000,0.65362807,1.00000000,2.19961966,2.19957631,0.70548329,0.70011053,96.00000000,0.95000000,0.00000000
1776259804760000000,477,0,Market Making,long,reentry_cooldown,1.52150202,1.52150202,0.20000000,0.64333598,1.00000000,2.19961918,2.19957583,0.69085835,0.69911051,97.00000000,0.95000000,0.00000000
1776259804770000000,478,0,Market Making,long,reentry_cooldown,1.52338857,1.52338857,0.20000000,0.64705617,1.00000000,2.19961870,2.19957536,0.69614989,0.69945827,98.00000000,0.95000000,0.00000000
1776259804780000000,479,0,Market Making,long,reentry_cooldown,1.52303450,1.52303450,0.20000000,0.64635596,1.00000000,2.19961822,2.19957489,0.69517390,0.69933612,99.00000000,0.95000000,0.00000000
1776259804790000000,480,0,Market Making,long,reentry_cooldown,1.52129338,1.52129338,0.20000000,0.64291325,1.00000000,2.19961774,2.19957442,0.69034975,0.69881209,100.00000000,0.95000000,0.00000000
1776259804800000000,481,0,Market Making,long,reentry_cooldown,1.40766224,1.40766224,0.20000000,0.41964268,1.00000000,2.19961321,2.19957026,0.36659504,0.69566703,91.00000000,0.86000000,0.00000000
1776259804810000000,482,0,Market Making,long,reentry_cooldown,1.40233871,1.40233871,0.20000000,0.40903683,1.00000000,2.19961275,2.19957027,0.35249524,0.69178364,92.00000000,0.86000000,0.00000000
1776259804820000000,483,0,Market Making,long,reentry_cooldown,1.39746754,1.39746754,0.20000000,0.39930538,1.00000000,2.19961229,2.19957029,0.33973827,0.68772386,93.00000000,0.86000000,0.00000000
1776259804830000000,484,0,Market Making,long,reentry_cooldown,1.39298222,1.39298222,0.20000000,0.39031891,1.00000000,2.19961184,2.19957030,0.32812271,0.68352761,94.00000000,0.86000000,0.00000000
1776259804840000000,485,0,Market Making,long,reentry_cooldown,1.40278359,1.40278359,0.20000000,0.40947707,1.00000000,2.19961141,2.19957030,0.35676547,0.68129402,95.00000000,0.86000000,0.00000000
1776259804850000000,486,0,Market Making,long,reentry_cooldown,1.39954628,1.39954628,0.20000000,0.40297044,1.00000000,2.19961098,2.19957030,0.34862786,0.67740491,96.00000000,0.86000000,0.00000000
1776259804860000000,487,0,Market Making,long,reentry_cooldown,1.39596672,1.39596672,0.20000000,0.39577854,1.00000000,2.19961056,2.19957030,0.33955667,0.67336083,97.00000000,0.86000000,0.00000000
1776259804870000000,488,0,Market Making,long,reentry_cooldown,1.39230878,1.39230878,0.20000000,0.38842067,1.00000000,2.19961015,2.19957029,0.33029526,0.66919864,98.00000000,0.86000000,0.00000000
1776259804880000000,489,0,Market Making,long,reentry_cooldown,1.39666495,1.39666495,0.20000000,0.39688585,1.00000000,2.19960975,2.19957028,0.34338029,0.66696492,99.00000000,0.86000000,0.00000000
1776259804890000000,490,0,Market Making,long,reentry_cooldown,1.39899722,1.39899722,0.20000000,0.40136121,1.00000000,2.19960935,2.19957027,0.35075825,0.66446687,100.00000000,0.86000000,0.00000000
1776259804900000000,491,0,Market Making,long,reentry_cooldown,1.36413526,1.36413526,0.20000000,0.33252497,1.00000000,2.19960477,2.19957006,0.25379655,0.65523845,91.00000000,0.86000000,0.00000000
1776259804910000000,492,0,Market Making,long,reentry_cooldown,1.36050654,1.36050654,0.20000000,0.32521013,1.00000000,2.19960439,2.19957002,0.24473238,0.65067790,92.00000000,0.86000000,0.00000000
1776259804920000000,493,0,Market Making,long,reentry_cooldown,1.38105873,1.38105873,0.20000000,0.36547552,1.00000000,2.19960402,2.19956998,0.30415299,0.64822969,93.00000000,0.86000000,0.00000000
1776259804930000000,494,0,Market Making,long,entry_fill_not_sampled,1.38854166,1.38854166,0.20000000,0.38005828,1.00000000,2.19960366,2.19956993,0.32630982,0.64551215,94.00000000,0.86000000,0.07836707
1776259804940000000,495,0,Market Making,long,entry_fill_not_sampled,1.39106783,1.39106783,0.20000000,0.38489208,1.00000000,2.19960330,2.19956988,0.33436685,0.64257618,95.00000000,0.86000000,0.07862674
1776259804960000000,497,0,Market Making,long,reentry_cooldown,1.38690331,1.38690331,0.20000000,0.37642958,1.00000000,2.19960260,2.19956978,0.32448866,0.63550849,97.00000000,0.86000000,0.00000000
1776259804970000000,498,0,Market Making,long,reentry_cooldown,1.38847087,1.38847087,0.20000000,0.37939556,1.00000000,2.19960226,2.19956972,0.32975193,0.63276447,98.00000000,0.86000000,0.00000000
1776259804980000000,499,0,Market Making,long,reentry_cooldown,1.38862587,1.38862587,0.20000000,0.37957396,1.00000000,2.19960193,2.19956967,0.33103644,0.62982051,99.00000000,0.86000000,0.00000000
1776259804990000000,500,0,Market Making,long,reentry_cooldown,1.38790411,1.38790411,0.20000000,0.37801817,1.00000000,2.19960160,2.19956961,0.32986202,0.62671523,100.00000000,0.86000000,0.00000000
1776259805000000000,501,0,Market Making,long,reentry_cooldown,1.39971495,1.39971495,0.20000000,0.40079405,1.00000000,2.19959697,2.19956895,0.36659482,0.61628423,91.00000000,0.95000000,0.00000000
1776259805010000000,502,0,Market Making,long,reentry_cooldown,1.39447779,1.39447779,0.20000000,0.39038629,1.00000000,2.19959667,2.19956888,0.35249501,0.61326370,92.00000000,0.95000000,0.00000000
1776259805020000000,503,0,Market Making,long,reentry_cooldown,1.38969114,1.38969114,0.20000000,0.38084959,1.00000000,2.19959637,2.19956882,0.33973804,0.61004822,93.00000000,0.95000000,0.00000000
1776259805030000000,504,0,Market Making,long,reentry_cooldown,1.38528854,1.38528854,0.20000000,0.37205462,1.00000000,2.19959607,2.19956875,0.32812248,0.60667830,94.00000000,0.86000000,0.00000000
1776259805040000000,505,0,Market Making,long,reentry_cooldown,1.39517087,1.39517087,0.20000000,0.39140094,1.00000000,2.19959578,2.19956869,0.35676520,0.60525365,95.00000000,0.95000000,0.00000000
1776259805050000000,506,0,Market Making,long,reentry_cooldown,1.39201284,1.39201284,0.20000000,0.38507574,1.00000000,2.19959549,2.19956862,0.34862760,0.60215663,96.00000000,0.86000000,0.00000000
1776259805060000000,507,0,Market Making,long,reentry_cooldown,1.38851094,1.38851094,0.20000000,0.37806241,1.00000000,2.19959521,2.19956856,0.33955640,0.59888830,97.00000000,0.86000000,0.00000000
1776259805070000000,508,0,Market Making,long,reentry_cooldown,1.38492906,1.38492906,0.20000000,0.37088030,1.00000000,2.19959494,2.19956850,0.33029499,0.59548602,98.00000000,0.86000000,0.00000000
1776259805080000000,509,0,Market Making,long,reentry_cooldown,1.38935975,1.38935975,0.20000000,0.37951833,1.00000000,2.19959466,2.19956844,0.34338001,0.59399687,99.00000000,0.86000000,0.00000000
1776259805090000000,510,0,Market Making,long,reentry_cooldown,1.39176505,1.39176505,0.20000000,0.38416389,1.00000000,2.19959440,2.19956838,0.35075795,0.59222850,100.00000000,0.86000000,0.00000000
1776259805100000000,511,0,Market Making,long,reentry_cooldown,1.35625539,1.35625539,0.20000000,0.31375837,1.00000000,2.19958981,2.19956778,0.25379628,0.57652292,91.00000000,0.86000000,0.00000000
1776259805110000000,512,0,Market Making,long,reentry_cooldown,1.35271230,1.35271230,0.20000000,0.30664108,1.00000000,2.19958957,2.19956773,0.24473212,0.57281797,92.00000000,0.86000000,0.00000000
1776259805120000000,513,0,Market Making,long,reentry_cooldown,1.37334827,1.37334827,0.20000000,0.34710060,1.00000000,2.19958933,2.19956770,0.30415267,0.57120696,93.00000000,0.95000000,0.00000000
1776259805130000000,514,0,Market Making,long,reentry_cooldown,1.38091321,1.38091321,0.20000000,0.36187430,1.00000000,2.19958910,2.19956766,0.32630949,0.56930880,94.00000000,0.95000000,0.00000000
1776259805140000000,515,0,Market Making,long,reentry_cooldown,1.38351965,1.38351965,0.20000000,0.36689592,1.00000000,2.19958888,2.19956763,0.33436651,0.56717496,95.00000000,0.95000000,0.00000000
1776259805150000000,516,0,Market Making,long,reentry_cooldown,1.37551654,1.37551654,0.20000000,0.35101913,1.00000000,2.19958865,2.19956760,0.31258270,0.56338839,96.00000000,0.86000000,0.00000000
1776259805160000000,517,0,Market Making,long,reentry_cooldown,1.37951075,1.37951075,0.20000000,0.35879223,1.00000000,2.19958843,2.19956758,0.32448833,0.56166193,97.00000000,0.95000000,0.00000000
1776259805170000000,518,0,Market Making,long,reentry_cooldown,1.38115373,1.38115373,0.20000000,0.36193339,1.00000000,2.19958822,2.19956756,0.32975161,0.55967145,98.00000000,0.95000000,0.00000000
1776259805180000000,519,0,Market Making,long,reentry_cooldown,1.38138263,1.38138263,0.20000000,0.36228429,1.00000000,2.19958801,2.19956755,0.33103612,0.55746580,99.00000000,0.86000000,0.00000000
1776259805190000000,520,0,Market Making,long,reentry_cooldown,1.38073330,1.38073330,0.20000000,0.36089839,1.00000000,2.19958780,2.19956753,0.32986171,0.55508406,100.00000000,0.86000000,0.00000000
1776259805200000000,521,0,Market Making,long,reentry_cooldown,1.39181318,1.39181318,0.20000000,0.38190341,1.00000000,2.19958343,2.19956745,0.36659457,0.53734186,91.00000000,0.95000000,0.00000000
1776259805210000000,522,0,Market Making,long,reentry_cooldown,1.38666191,1.38666191,0.20000000,0.37169500,1.00000000,2.19958326,2.19956746,0.35249479,0.53517940,92.00000000,0.95000000,0.00000000
1776259805220000000,523,0,Market Making,long,reentry_cooldown,1.38195929,1.38195929,0.20000000,0.36235442,1.00000000,2.19958309,2.19956748,0.33973783,0.53280353,93.00000000,0.95000000,0.00000000
1776259805230000000,524,0,Market Making,long,reentry_cooldown,1.37763895,1.37763895,0.20000000,0.35375243,1.00000000,2.19958293,2.19956750,0.32812229,0.53025536,94.00000000,0.95000000,0.00000000
1776259805240000000,525,0,Market Making,long,reentry_cooldown,1.38760179,1.38760179,0.20000000,0.37328834,1.00000000,2.19958276,2.19956753,0.35676502,0.52963516,95.00000000,0.95000000,0.00000000
1776259805250000000,526,0,Market Making,long,reentry_cooldown,1.38452262,1.38452262,0.20000000,0.36714560,1.00000000,2.19958261,2.19956756,0.34862743,0.52732583,96.00000000,0.95000000,0.00000000
1776259805260000000,527,0,Market Making,long,reentry_cooldown,1.38109793,1.38109793,0.20000000,0.36031195,1.00000000,2.19958245,2.19956760,0.33955625,0.52482896,97.00000000,0.95000000,0.00000000
1776259805270000000,528,0,Market Making,long,reentry_cooldown,1.37759171,1.37759171,0.20000000,0.35330684,1.00000000,2.19958231,2.19956763,0.33029485,0.52218239,98.00000000,0.95000000,0.00000000
1776259805280000000,529,0,Market Making,long,reentry_cooldown,1.38209652,1.38209652,0.20000000,0.36211890,1.00000000,2.19958216,2.19956767,0.34337989,0.52143368,99.00000000,0.95000000,0.00000000
1776259805290000000,530,0,Market Making,long,reentry_cooldown,1.38457445,1.38457445,0.20000000,0.36693594,1.00000000,2.19958202,2.19956772,0.35075784,0.52039093,100.00000000,0.95000000,0.00000000
1776259805320000000,533,0,Market Making,long,reentry_cooldown,1.36560016,1.36560016,0.20000000,0.32848587,1.00000000,2.19957788,2.19956834,0.30415277,0.49378852,93.00000000,0.95000000,0.00000000
1776259805330000000,534,0,Market Making,long,reentry_cooldown,1.37324754,1.37324754,0.20000000,0.34345436,1.00000000,2.19957778,2.19956840,0.32630960,0.49271396,94.00000000,0.95000000,0.00000000
1776259805340000000,535,0,Market Making,long,reentry_cooldown,1.37593469,1.37593469,0.20000000,0.34866777,1.00000000,2.19957769,2.19956847,0.33436664,0.49138639,95.00000000,0.95000000,0.00000000
1776259805350000000,536,0,Market Making,long,reentry_cooldown,1.36801060,1.36801060,0.20000000,0.33297541,1.00000000,2.19957760,2.19956853,0.31258283,0.48838928,96.00000000,0.95000000,0.00000000
1776259805360000000,537,0,Market Making,long,entry_fill_not_sampled,1.37208220,1.37208220,0.20000000,0.34092970,1.00000000,2.19957751,2.19956860,0.32448849,0.48743601,97.00000000,0.95000000,0.07869717
1776259805370000000,538,0,Market Making,long,entry_fill_not_sampled,1.37380100,1.37380100,0.20000000,0.34424941,1.00000000,2.19957742,2.19956866,0.32975178,0.48620294,98.00000000,0.95000000,0.07900558
1776259805380000000,539,0,Market Making,long,entry_fill_not_sampled,1.37410418,1.37410418,0.20000000,0.34477630,1.00000000,2.19957734,2.19956873,0.33103630,0.48473940,99.00000000,0.95000000,0.07917385
1776259805390000000,540,0,Market Making,long,entry_fill_not_sampled,1.37352765,1.37352765,0.20000000,0.34356387,1.00000000,2.19957726,2.19956879,0.32986190,0.48308493,100.00000000,0.95000000,0.07923752
1776259805410000000,542,0,Market Making,long,reentry_cooldown,1.37889768,1.37889768,0.20000000,0.35295415,1.00000000,2.19957395,2.19956955,0.35249512,0.45758717,92.00000000,0.95000000,0.00000000
1776259805420000000,543,0,Market Making,long,reentry_cooldown,1.37427857,1.37427857,0.20000000,0.34381149,1.00000000,2.19957391,2.19956961,0.33973816,0.45604563,93.00000000,0.95000000,0.00000000
1776259805430000000,544,0,Market Making,long,reentry_cooldown,1.37003994,1.37003994,0.20000000,0.33540438,1.00000000,2.19957386,2.19956966,0.32812262,0.45431404,94.00000000,0.95000000,0.00000000
1776259805440000000,545,0,Market Making,long,reentry_cooldown,1.38008281,1.38008281,0.20000000,0.35513170,1.00000000,2.19957382,2.19956971,0.35676537,0.45449322,95.00000000,0.95000000,0.00000000
1776259805450000000,546,0,Market Making,long,reentry_cooldown,1.37708197,1.37708197,0.20000000,0.34917273,1.00000000,2.19957378,2.19956976,0.34862778,0.45296662,96.00000000,0.95000000,0.00000000
1776259805460000000,547,0,Market Making,long,reentry_cooldown,1.37373400,1.37373400,0.20000000,0.34252022,1.00000000,2.19957374,2.19956981,0.33955659,0.45123634,97.00000000,0.95000000,0.00000000
1776259805470000000,548,0,Market Making,long,reentry_cooldown,1.37030293,1.37030293,0.20000000,0.33569367,1.00000000,2.19957371,2.19956985,0.33029519,0.44934072,98.00000000,0.95000000,0.00000000
1776259805480000000,549,0,Market Making,long,reentry_cooldown,1.37488138,1.37488138,0.20000000,0.34468127,1.00000000,2.19957367,2.19956989,0.34338023,0.44932779,99.00000000,0.95000000,0.00000000
1776259805490000000,550,0,Market Making,long,reentry_cooldown,1.37743148,1.37743148,0.20000000,0.34967138,1.00000000,2.19957364,2.19956993,0.35075820,0.44900611,100.00000000,0.95000000,0.00000000
1776259805520000000,553,0,Market Making,long,reentry_cooldown,1.35789688,1.35789688,0.20000000,0.30980482,1.00000000,2.19957120,2.19957031,0.30415304,0.41679159,93.00000000,0.95000000,0.00000000
1776259805530000000,554,0,Market Making,long,reentry_cooldown,1.36562623,1.36562623,0.20000000,0.32497024,1.00000000,2.19957120,2.19957031,0.32630988,0.41653615,94.00000000,0.95000000,0.00000000
